,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
LTB,0,1.07521999740824,0.984,0.704,0,0,LTB
IL7R,0,0.976751154770404,0.948,0.644,0,0,IL7R
VIM,0,0.855537305307081,0.973,0.849,0,0,VIM
ANXA1,0,0.764488939878643,0.875,0.618,0,0,ANXA1
ITGB1,0,0.745806869936924,0.618,0.283,0,0,ITGB1
PLP2,0,0.739342879138961,0.587,0.276,0,0,PLP2
CRIP1,0,0.664279447878992,0.886,0.683,0,0,CRIP1
AQP3,0,0.647680551719107,0.463,0.19,0,0,AQP3
LMNA,0,0.640705292877085,0.281,0.095,0,0,LMNA
COTL1,0,0.627983794791043,0.717,0.386,0,0,COTL1
TRADD,0,0.626193967372602,0.478,0.199,0,0,TRADD
TNFAIP3,0,0.621897999138457,0.794,0.592,0,0,TNFAIP3
S100A11,0,0.607965809367478,0.6,0.318,0,0,S100A11
GPR183,0,0.564397906251149,0.398,0.167,0,0,GPR183
LIMS1,0,0.551189137500111,0.392,0.172,0,0,LIMS1
INPP4B,0,0.548239336061792,0.449,0.199,0,0,INPP4B
KLF6,0,0.535935348306255,0.91,0.73,0,0,KLF6
RGCC,0,0.531112655288934,0.496,0.297,0,0,RGCC
ARHGAP15,0,0.51981930439222,0.62,0.376,0,0,ARHGAP15
RNASET2,0,0.519500462717764,0.673,0.423,0,0,RNASET2
CDC14A,0,0.51364660935814,0.544,0.3,0,0,CDC14A
TIMP1,0,0.499158780481519,0.431,0.2,0,0,TIMP1
GSTK1,0,0.498506707432786,0.774,0.559,0,0,GSTK1
FXYD5,0,0.497858686700306,0.854,0.669,0,0,FXYD5
AP3M2,0,0.488063138936221,0.423,0.202,0,0,AP3M2
JUNB,0,0.486014866499617,0.963,0.908,0,0,JUNB
CORO1B,0,0.483070988990406,0.41,0.203,0,0,CORO1B
PAG1,0,0.450143447442863,0.488,0.272,0,0,PAG1
S100A10,0,0.447597377309049,0.88,0.736,0,0,S100A10
TTC39C,0,0.445912989013884,0.498,0.275,0,0,TTC39C
LDHB,0,0.441297349694706,0.929,0.74,0,0,LDHB
MAL,0,0.441227429384136,0.521,0.286,0,0,MAL
BIRC3,0,0.440928554170166,0.427,0.216,0,0,BIRC3
AHNAK,0,0.439723555326053,0.721,0.461,0,0,AHNAK
GATA3,0,0.433976154169646,0.344,0.171,0,0,GATA3
FTH1,0,0.424468712202303,0.995,0.982,0,0,FTH1
CD69,0,0.419734292456918,0.898,0.767,0,0,CD69
SOCS3,0,0.417317697849748,0.485,0.29,0,0,SOCS3
RCAN3,0,0.404316423701759,0.657,0.412,0,0,RCAN3
AC058791.1,0,0.40334876214225,0.432,0.243,0,0,AC058791.1
S100A4,0,0.40305989270185,0.94,0.79,0,0,S100A4
CD4,0,0.398560861512702,0.317,0.127,0,0,CD4
USP10,0,0.397644777062901,0.261,0.115,0,0,USP10
ZFP36L2,0,0.393931584552051,0.92,0.846,0,0,ZFP36L2
FOS,0,0.383939556758649,0.927,0.864,0,0,FOS
MDFIC,0,0.381832012385329,0.36,0.18,0,0,MDFIC
TRAC,0,0.375772082606573,0.901,0.706,0,0,TRAC
HINT1,0,0.357600773360578,0.963,0.886,0,0,HINT1
MAP3K1,0,0.351836729241933,0.284,0.122,0,0,MAP3K1
TMEM123,0,0.347438499221595,0.68,0.478,0,0,TMEM123
TRAT1,0,0.346165552652005,0.375,0.2,0,0,TRAT1
SLC2A3,0,0.344751323306244,0.554,0.386,0,0,SLC2A3
RPLP0,0,0.340019745425139,0.992,0.958,0,0,RPLP0
ANKRD12,0,0.336958408778248,0.827,0.678,0,0,ANKRD12
ARID5B,0,0.324201913687023,0.46,0.287,0,0,ARID5B
AC016831.5,0,0.321362951834684,0.329,0.175,0,0,AC016831.5
CD52,0,0.319510406292411,0.985,0.896,0,0,CD52
PBXIP1,0,0.312251752962012,0.495,0.318,0,0,PBXIP1
ANXA5,0,0.311812738691826,0.372,0.196,0,0,ANXA5
RPL36A,0,0.311560916270941,0.995,0.967,0,0,RPL36A
SOD2,0,0.309466875062597,0.378,0.228,0,0,SOD2
TAGLN2,0,0.308609991288086,0.689,0.52,0,0,TAGLN2
RPS18,0,0.307467005600722,0.999,0.995,0,0,RPS18
TPT1,0,0.302830018932359,0.999,0.996,0,0,TPT1
MT-ND6,0,0.302181708123015,0.595,0.425,0,0,MT-ND6
TNFRSF25,0,0.302124148002286,0.312,0.164,0,0,TNFRSF25
RPL36,0,0.297140550626444,0.997,0.982,0,0,RPL36
ITM2A,0,0.294552463204848,0.457,0.306,0,0,ITM2A
RILPL2,0,0.292346134719056,0.254,0.118,0,0,RILPL2
RPL13A,0,0.292274728581474,0.999,0.994,0,0,RPL13A
SAMSN1,0,0.29198318499608,0.253,0.12,0,0,SAMSN1
CD44,0,0.291523715653054,0.816,0.654,0,0,CD44
PLK3,0,0.289057221906876,0.351,0.205,0,0,PLK3
RGS1,0,0.287729186952565,0.274,0.171,0,0,RGS1
EEF2,0,0.285137696985562,0.96,0.882,0,0,EEF2
LINC-PINT,0,0.279133053994981,0.775,0.622,0,0,LINC-PINT
CD28,0,0.278898422660849,0.277,0.141,0,0,CD28
BCL2,0,0.278638997933992,0.456,0.306,0,0,BCL2
FYB1,0,0.276889048777839,0.859,0.733,0,0,FYB1
RPL18A,0,0.276343476588176,0.998,0.993,0,0,RPL18A
EVI2B,0,0.275993814995425,0.541,0.38,0,0,EVI2B
CYLD,0,0.27566747464458,0.604,0.438,0,0,CYLD
FLT3LG,0,0.272404676193807,0.432,0.279,0,0,FLT3LG
PVT1,0,0.271322146105441,0.259,0.133,0,0,PVT1
EEF1A1,0,0.268727479440893,0.999,0.997,0,0,EEF1A1
TOB1,0,0.266558994539803,0.41,0.287,0,0,TOB1
EML4,0,0.266211498561497,0.514,0.351,0,0,EML4
CFAP36,0,0.264942623971782,0.254,0.128,0,0,CFAP36
NOSIP,0,0.263434058601593,0.729,0.55,0,0,NOSIP
ATP2B1,0,0.262286814569492,0.336,0.197,0,0,ATP2B1
GLIPR1,0,0.26226878025533,0.33,0.195,0,0,GLIPR1
SERINC5,0,0.259138757206563,0.374,0.227,0,0,SERINC5
RPLP1,0,0.257002139321327,0.999,0.996,0,0,RPLP1
RORA,0,0.255085240766061,0.613,0.458,0,0,RORA
PTGER2,0,0.254624106766816,0.3,0.173,0,0,PTGER2
RPS2,0,0.253422867810602,0.999,0.996,0,0,RPS2
IL32,0,0.251496311712951,0.932,0.775,0,0,IL32
PRKCQ-AS1,0,0.930339369808474,0.718,0.385,0,1,PRKCQ-AS1
FHIT,0,0.929731389459435,0.44,0.098,0,1,FHIT
CCR7,0,0.853055048462255,0.527,0.192,0,1,CCR7
GAS5,0,0.760912786152289,0.966,0.783,0,1,GAS5
RPS13,0,0.741346105111503,0.999,0.988,0,1,RPS13
SNHG29,0,0.731947641642478,0.972,0.817,0,1,SNHG29
TRABD2A,0,0.727892648535381,0.491,0.205,0,1,TRABD2A
RPS3A,0,0.678882549672363,1,0.994,0,1,RPS3A
TSHZ2,0,0.672141987558196,0.318,0.084,0,1,TSHZ2
MAL1,0,0.669978937854949,0.557,0.275,0,1,MAL
EIF3E,0,0.669403713689426,0.938,0.754,0,1,EIF3E
NOSIP1,0,0.667408269370107,0.8,0.528,0,1,NOSIP
LEF1,0,0.665457217591624,0.515,0.245,0,1,LEF1
EEF1B2,0,0.660909537134859,0.998,0.971,0,1,EEF1B2
AIF1,0,0.658807182786346,0.35,0.114,0,1,AIF1
RPL22,0,0.658689002555272,0.999,0.977,0,1,RPL22
RPL32,0,0.649514568294738,1,0.993,0,1,RPL32
RPL9,0,0.644269347084885,0.999,0.991,0,1,RPL9
TCF7,0,0.639967135160561,0.797,0.536,0,1,TCF7
IL6ST,0,0.631917562342492,0.41,0.17,0,1,IL6ST
RPL30,0,0.622406520774323,1,0.994,0,1,RPL30
RPS23,0,0.612025017352197,1,0.993,0,1,RPS23
RPL35A,0,0.609174989088959,0.999,0.989,0,1,RPL35A
RPS8,0,0.60286296677522,0.999,0.99,0,1,RPS8
RGS10,0,0.602374547931893,0.686,0.439,0,1,RGS10
EEF1G,0,0.601892545267826,0.998,0.965,0,1,EEF1G
RPS5,0,0.600736273337622,0.999,0.982,0,1,RPS5
RPL11,0,0.598731200610352,1,0.994,0,1,RPL11
RPS6,0,0.594111395184178,1,0.993,0,1,RPS6
SNHG32,0,0.583119393065762,0.67,0.446,0,1,SNHG32
RPS12,0,0.576506724390691,1,0.994,0,1,RPS12
RPL23,0,0.571906085526404,0.985,0.91,0,1,RPL23
LDHB1,0,0.561392601450609,0.94,0.737,0,1,LDHB
RPL5,0,0.554411058128809,0.999,0.987,0,1,RPL5
RPL7,0,0.545607171114522,0.998,0.977,0,1,RPL7
RPL34,0,0.539141561929423,1,0.993,0,1,RPL34
RPS16,0,0.538213784563551,0.999,0.989,0,1,RPS16
FOXP1,0,0.537759472375817,0.838,0.624,0,1,FOXP1
RPS14,0,0.533479801563343,1,0.994,0,1,RPS14
CHRM3-AS2,0,0.532957993210999,0.295,0.102,0,1,CHRM3-AS2
RPS25,0,0.532833112470566,0.999,0.989,0,1,RPS25
RPL13,0,0.528891794092951,1,0.997,0,1,RPL13
RPL19,0,0.523407811053162,0.999,0.993,0,1,RPL19
BCL11B,0,0.521152871275095,0.799,0.6,0,1,BCL11B
RPL39,0,0.519963220326521,0.999,0.989,0,1,RPL39
TPT11,0,0.517963062892929,1,0.995,0,1,TPT1
NPM1,0,0.517187630047857,0.98,0.898,0,1,NPM1
TOMM7,0,0.512241686836935,0.988,0.934,0,1,TOMM7
RPL21,0,0.511612591494056,0.999,0.989,0,1,RPL21
SELL,0,0.510608493594654,0.625,0.366,0,1,SELL
RPL37,0,0.509248111738073,0.999,0.991,0,1,RPL37
NACA,0,0.504252956512706,0.998,0.984,0,1,NACA
SATB1,0,0.503461536796272,0.467,0.269,0,1,SATB1
PIK3IP1,0,0.501970380437311,0.714,0.51,0,1,PIK3IP1
RPL38,0,0.501905799183161,0.995,0.954,0,1,RPL38
RPL18,0,0.497727207337124,0.999,0.992,0,1,RPL18
RPS9,0,0.48983706079571,0.999,0.99,0,1,RPS9
RPS27,0,0.489392573307121,1,0.996,0,1,RPS27
NOP53,0,0.48675563342307,0.975,0.885,0,1,NOP53
RPL24,0,0.486024168204072,0.999,0.985,0,1,RPL24
RPS28,0,0.483386091582528,0.999,0.991,0,1,RPS28
RPS20,0,0.482526833572452,0.997,0.969,0,1,RPS20
FAM153CP,0,0.482458106551863,0.488,0.306,0,1,FAM153CP
RCAN31,0,0.481404198724242,0.641,0.419,0,1,RCAN3
PRKCA,0,0.477492495907475,0.416,0.224,0,1,PRKCA
RPS15A,0,0.475409501109551,1,0.994,0,1,RPS15A
RPL10A,0,0.473554118611038,0.999,0.987,0,1,RPL10A
RPS27A,0,0.468768547885381,1,0.995,0,1,RPS27A
RPS4X,0,0.467074564018331,0.999,0.992,0,1,RPS4X
RPL29,0,0.466337231264515,0.999,0.99,0,1,RPL29
OXNAD1,0,0.460824285253876,0.463,0.283,0,1,OXNAD1
RPS21,0,0.459965963946056,0.999,0.984,0,1,RPS21
RPL4,0,0.459417878141555,0.997,0.965,0,1,RPL4
ACTN1,0,0.455010183866194,0.272,0.104,0,1,ACTN1
SARAF,0,0.454631565944952,0.97,0.879,0,1,SARAF
RPLP2,0,0.4536487065846,0.999,0.992,0,1,RPLP2
RPL361,0,0.452256816167939,0.999,0.981,0,1,RPL36
C12orf57,0,0.444848014382865,0.849,0.698,0,1,C12orf57
RPL31,0,0.440825565529995,0.983,0.921,0,1,RPL31
CAMK4,0,0.435129246923713,0.444,0.273,0,1,CAMK4
RPS10,0,0.434534320441337,0.93,0.819,0,1,RPS10
RPS181,0,0.43143994814546,1,0.995,0,1,RPS18
RPL12,0,0.419927227456651,0.999,0.982,0,1,RPL12
RPL27,0,0.417349911119212,0.998,0.98,0,1,RPL27
ST13,0,0.414717498448105,0.618,0.454,0,1,ST13
EEF1A11,0,0.412800498843465,1,0.997,0,1,EEF1A1
RPL18A1,0,0.41101557000274,1,0.992,0,1,RPL18A
SH3YL1,0,0.408795475205266,0.348,0.202,0,1,SH3YL1
EIF3H,0,0.407747984508599,0.84,0.694,0,1,EIF3H
NSA2,0,0.404635868506076,0.723,0.574,0,1,NSA2
RPL10,0,0.392587703984215,1,0.997,0,1,RPL10
RPS29,0,0.392295277128396,0.998,0.977,0,1,RPS29
RACK1,0,0.39109887075662,0.998,0.978,0,1,RACK1
RPL3,0,0.391006024214328,1,0.994,0,1,RPL3
UQCRB,0,0.388301859385249,0.96,0.887,0,1,UQCRB
MAML2,0,0.383324890480153,0.312,0.168,0,1,MAML2
RPS15,0,0.378876232627811,1,0.993,0,1,RPS15
RPL14,0,0.378691335489971,1,0.992,0,1,RPL14
ALKBH7,0,0.378451561548457,0.495,0.347,0,1,ALKBH7
LEPROTL1,0,0.377125699708849,0.765,0.614,0,1,LEPROTL1
RPSA,0,0.375473887368209,0.999,0.989,0,1,RPSA
RPLP11,0,0.374411514740745,1,0.996,0,1,RPLP1
RPS3,0,0.374201105975984,1,0.994,0,1,RPS3
PABPC1,0,0.37252944395,0.969,0.885,0,1,PABPC1
SNHG8,0,0.371407570670164,0.687,0.538,0,1,SNHG8
RPL37A,0,0.370292581458909,0.999,0.987,0,1,RPL37A
IKZF1,0,0.366400444226445,0.733,0.594,0,1,IKZF1
SERINC51,0,0.364556997698089,0.374,0.228,0,1,SERINC5
GIMAP1,0,0.363748064684551,0.491,0.351,0,1,GIMAP1
EIF4B,0,0.361733988205297,0.771,0.633,0,1,EIF4B
EPB41L4A-AS1,0,0.357977703750483,0.499,0.357,0,1,EPB41L4A-AS1
SNHG7,0,0.353058712522218,0.546,0.403,0,1,SNHG7
ABLIM1,0,0.352909887389959,0.333,0.2,0,1,ABLIM1
RPL36A1,0,0.352513252611566,0.996,0.967,0,1,RPL36A
RAPGEF6,0,0.349152397967179,0.382,0.244,0,1,RAPGEF6
ANP32B,0,0.348804201652823,0.779,0.646,0,1,ANP32B
RPL8,0,0.343566509664599,0.999,0.988,0,1,RPL8
UBA52,0,0.342106010590173,0.999,0.987,0,1,UBA52
RFLNB,0,0.341966458713771,0.294,0.175,0,1,RFLNB
NDFIP1,0,0.341309313153542,0.572,0.44,0,1,NDFIP1
RPS22,0,0.339154793999076,1,0.996,0,1,RPS2
RSL1D1,0,0.337498478900753,0.578,0.442,0,1,RSL1D1
LINC00861,0,0.32840394959257,0.507,0.374,0,1,LINC00861
RPL26,0,0.327377757137429,0.999,0.992,0,1,RPL26
SOCS31,0,0.326996891363446,0.425,0.311,0,1,SOCS3
RPS11,0,0.326306398317062,0.998,0.981,0,1,RPS11
LTB1,0,0.325179955317531,0.978,0.707,0,1,LTB
MLLT3,0,0.320136084128496,0.271,0.154,0,1,MLLT3
EIF2S3,0,0.318142319055472,0.621,0.494,0,1,EIF2S3
RPL7A,0,0.317497411913095,0.999,0.992,0,1,RPL7A
RPL28,0,0.314391797583254,1,0.994,0,1,RPL28
CD27,0,0.313831458445173,0.538,0.372,0,1,CD27
FAU,0,0.31359118079019,0.999,0.992,0,1,FAU
TMEM1231,0,0.313533767890118,0.637,0.493,0,1,TMEM123
COX4I1,0,0.310586510728009,0.97,0.921,0,1,COX4I1
TRAT11,0,0.309166220236544,0.332,0.214,0,1,TRAT1
LDLRAP1,0,0.307525090679656,0.301,0.188,0,1,LDLRAP1
SNHG5,0,0.306871960396705,0.832,0.734,0,1,SNHG5
RPL15,0,0.303280498836652,0.999,0.991,0,1,RPL15
FYB11,0,0.303212860995707,0.86,0.733,0,1,FYB1
RPL17,0,0.300556497632047,0.999,0.992,0,1,RPL17
EEF21,0,0.300335814599603,0.959,0.882,0,1,EEF2
COX7C,0,0.295099044955932,0.943,0.869,0,1,COX7C
RPL13A1,0,0.294370039893036,1,0.993,0,1,RPL13A
RPL6,0,0.293826693061213,0.999,0.99,0,1,RPL6
RPS17,0,0.292479489734396,0.928,0.848,0,1,RPS17
PFDN5,0,0.289204065397811,0.991,0.962,0,1,PFDN5
RPS24,0,0.286623277464147,0.999,0.992,0,1,RPS24
BCL21,0,0.286396912926718,0.42,0.318,0,1,BCL2
ATP5PO,0,0.283717563047268,0.679,0.572,0,1,ATP5PO
STAT3,0,0.279797424287888,0.62,0.504,0,1,STAT3
RPL27A,0,0.276434112564837,0.996,0.978,0,1,RPL27A
EEF1D,0,0.27465776596477,0.993,0.971,0,1,EEF1D
EIF3L,0,0.274164917953569,0.573,0.464,0,1,EIF3L
UXT,0,0.273765942097331,0.731,0.626,0,1,UXT
FAM102A,0,0.273503857720885,0.311,0.212,0,1,FAM102A
RIC3,0,0.272610488823313,0.254,0.155,0,1,RIC3
GIMAP7,0,0.272178545920425,0.656,0.538,0,1,GIMAP7
RPL23A,0,0.271993745855872,0.999,0.992,0,1,RPL23A
TMEM243,0,0.268131725499091,0.473,0.363,0,1,TMEM243
RPLP01,0,0.267787971901646,0.994,0.957,0,1,RPLP0
MCUB,0,0.267385841465869,0.513,0.398,0,1,MCUB
RPL41,0,0.26689389944945,1,0.995,0,1,RPL41
NUCB2,0,0.266105177803982,0.462,0.333,0,1,NUCB2
PDE7A,0,0.265160858406859,0.336,0.233,0,1,PDE7A
PCED1B-AS1,0,0.263515906482165,0.846,0.796,0,1,PCED1B-AS1
AC025164.1,0,0.26325081155276,0.274,0.176,0,1,AC025164.1
RPS7,0,0.261671957721941,0.999,0.993,0,1,RPS7
SMDT1,0,0.25639467244408,0.648,0.559,0,1,SMDT1
TOMM20,0,0.255722906105645,0.751,0.65,0,1,TOMM20
RPS26,7.62116755950414e-307,0.25167637221715,0.858,0.87,1.96542290192052e-302,1,RPS26
S100B,0,2.8326566761052,0.999,0.028,0,10,S100B
LINC02446,0,1.88698510801365,0.731,0.08,0,10,LINC02446
CD8B,0,1.35047313316276,0.826,0.175,0,10,CD8B
AIF11,0,0.958374645733615,0.604,0.168,0,10,AIF1
NELL2,0,0.844340257925349,0.568,0.167,0,10,NELL2
YBX3,0,0.751806429748303,0.451,0.11,0,10,YBX3
ACTN11,0,0.665429597255405,0.469,0.142,0,10,ACTN1
CCR71,0,0.625028270973565,0.604,0.271,0,10,CCR7
CARS,0,0.595402293185225,0.354,0.089,0,10,CARS
PRKCQ-AS11,0,0.593898498277745,0.786,0.464,0,10,PRKCQ-AS1
NUCB21,0,0.582338928242053,0.688,0.361,0,10,NUCB2
GAS51,0,0.575773976000475,0.985,0.826,0,10,GAS5
EEF1B21,0,0.567498313188897,1,0.977,0,10,EEF1B2
RPS51,0,0.557377358123679,1,0.986,0,10,RPS5
CD8A,0,0.555907063722272,0.63,0.205,0,10,CD8A
PDE3B,0,0.547171734679908,0.608,0.312,0,10,PDE3B
RGS101,0,0.542581594064204,0.789,0.497,0,10,RGS10
APBA2,0,0.523943522917612,0.429,0.16,0,10,APBA2
SNHG291,0,0.51410138672721,0.987,0.854,0,10,SNHG29
RPS121,0,0.497091814986385,1,0.995,0,10,RPS12
RPS61,0,0.493548451035049,1,0.994,0,10,RPS6
ARMH1,0,0.486100415586016,0.376,0.144,0,10,ARMH1
EEF1G1,0,0.483560403837721,1,0.973,0,10,EEF1G
RPS3A1,0,0.474506267628611,1,0.995,0,10,RPS3A
RPS131,0,0.456417783555507,1,0.99,0,10,RPS13
RPL10A1,0,0.450472574078562,1,0.99,0,10,RPL10A
RPS182,0,0.447544954323069,1,0.996,0,10,RPS18
RPL321,0,0.444946016690712,1,0.995,0,10,RPL32
RPS81,0,0.443651624886371,1,0.992,0,10,RPS8
RPL131,0,0.440085569432695,1,0.997,0,10,RPL13
RPLP12,0,0.437075860897282,1,0.997,0,10,RPLP1
RPS231,0,0.436301774672439,1,0.995,0,10,RPS23
RPS91,0,0.432670153118542,1,0.992,0,10,RPS9
PASK,0,0.431011492795224,0.361,0.145,0,10,PASK
RPL221,0,0.426159818325759,1,0.982,0,10,RPL22
NPM11,0,0.419773650038242,0.993,0.917,0,10,NPM1
RPL121,0,0.417283861611994,1,0.986,0,10,RPL12
RPL91,0,0.391430766565327,1,0.993,0,10,RPL9
RPS210,0,0.385248781314656,1,0.997,0,10,RPS2
RPS141,0,0.384420612718706,1,0.995,0,10,RPS14
RPL71,0,0.382581758573573,1,0.982,0,10,RPL7
RPS161,0,0.380181334764864,1,0.992,0,10,RPS16
RPL36A2,0,0.371602753866839,0.999,0.974,0,10,RPL36A
RPS211,0,0.366487791949963,1,0.988,0,10,RPS21
RPL181,0,0.36644618287115,1,0.994,0,10,RPL18
RPLP02,0,0.366030447490498,0.999,0.966,0,10,RPLP0
RPS281,0,0.365475370687552,1,0.993,0,10,RPS28
RPL191,0,0.363678639565024,1,0.994,0,10,RPL19
RPL51,0,0.361567310157914,1,0.99,0,10,RPL5
RPS4X1,0,0.360733485190026,1,0.993,0,10,RPS4X
KLRK1,0,0.353237193719012,0.578,0.267,0,10,KLRK1
RPL211,0,0.350663950459391,1,0.992,0,10,RPL21
RPL35A1,0,0.343681160858138,1,0.991,0,10,RPL35A
NACA1,0,0.33312827996538,1,0.988,0,10,NACA
RPL371,0,0.333070922533848,1,0.993,0,10,RPL37
RPL271,0,0.331503526519223,1,0.985,0,10,RPL27
RPLP21,0,0.330497936635039,1,0.994,0,10,RPLP2
RPL341,0,0.329007557645985,1,0.994,0,10,RPL34
RPL291,0,0.326217115808409,1,0.992,0,10,RPL29
RPSA1,0,0.324307365392203,1,0.992,0,10,RPSA
RPL18A2,0,0.319346163634976,1,0.994,0,10,RPL18A
RPS19,0,0.316038184831601,1,0.996,0,10,RPS19
RPS251,0,0.31464211087422,1,0.992,0,10,RPS25
RPL141,0,0.3123154538794,1,0.994,0,10,RPL14
RPL33,0,0.311772349193603,1,0.996,0,10,RPL3
RPL301,0,0.306657147792136,1,0.995,0,10,RPL30
RPL111,0,0.304301921907126,1,0.996,0,10,RPL11
RPL151,0,0.297087776677301,1,0.993,0,10,RPL15
RPL7A1,0,0.288434096980603,1,0.993,0,10,RPL7A
RPS241,0,0.28486021900936,1,0.994,0,10,RPS24
EEF1A12,0,0.283922058458584,1,0.998,0,10,EEF1A1
RPL281,0,0.280250265230547,1,0.995,0,10,RPL28
RPL101,0,0.277357241534933,1,0.997,0,10,RPL10
RPL23A1,0,0.271971814795128,1,0.994,0,10,RPL23A
RPS27A1,0,0.269311794373393,1,0.996,0,10,RPS27A
RPS31,0,0.266221333585341,1,0.995,0,10,RPS3
RPS151,0,0.263534089895892,1,0.995,0,10,RPS15
MT-ND4,4.67627353082666e-304,0.262111391026242,1,1,1.20596418086489e-299,10,MT-ND4
RPL42,9.59756651879609e-293,0.335923754957434,0.999,0.972,2.47511642953232e-288,10,RPL4
RPL37A1,7.81376783069563e-290,0.315282216673756,1,0.99,2.0150925858581e-285,10,RPL37A
NOSIP2,8.35576901781738e-286,0.542733885730044,0.857,0.592,2.15486927200492e-281,10,NOSIP
LEF11,6.09712131037164e-282,0.460430891318344,0.582,0.308,1.57238661473174e-277,10,LEF1
OXNAD11,4.18519513826385e-271,0.489505127354402,0.594,0.325,1.07931997420686e-266,10,OXNAD1
TRABD2A1,7.38879116244058e-271,0.435115737180115,0.535,0.273,1.9054953528818e-266,10,TRABD2A
RPL241,5.41817889041536e-255,0.260765142342666,1,0.988,1.39729415404922e-250,10,RPL24
A1BG,2.36580982711692e-254,0.34998239647275,0.306,0.125,6.10118696315183e-250,10,A1BG
RPL13A2,1.15505492053595e-253,0.260868751061957,1,0.995,2.97877113457015e-249,10,RPL13A
RPL231,8.04469126054312e-251,0.359192982224117,0.992,0.928,2.07464542918147e-246,10,RPL23
RPL81,1.16086146773427e-241,0.26101325019127,1,0.991,2.99374563913992e-237,10,RPL8
RPS111,3.28643454100014e-238,0.280735553906714,0.999,0.985,8.47538603778527e-234,10,RPS11
EIF3E1,5.6424887374857e-228,0.382214438374269,0.962,0.797,1.45514142051019e-223,10,EIF3E
RPL27A1,1.08857887411021e-223,0.306593856432092,0.998,0.982,2.80733605844282e-219,10,RPL27A
SNHG81,1.89954127106277e-222,0.449286747691273,0.817,0.572,4.89872698394379e-218,10,SNHG8
RPL381,7.38347866271132e-222,0.312416696215573,0.998,0.964,1.90412531232662e-217,10,RPL38
RPS201,5.81684925276007e-219,0.281064558697544,0.999,0.975,1.50010725379429e-214,10,RPS20
RACK11,2.99288352893627e-218,0.273994229187061,1,0.983,7.71834733277376e-214,10,RACK1
UQCRB1,6.52426094409947e-202,0.327541400643987,0.982,0.904,1.68254165487381e-197,10,UQCRB
RPL311,5.33122510445417e-196,0.303892325789299,0.99,0.935,1.37486964218769e-191,10,RPL31
SPINT2,3.81489212429125e-192,0.314667036097886,0.317,0.147,9.8382252993347e-188,10,SPINT2
GPR155,1.69751738729448e-185,0.322659587900333,0.318,0.149,4.37772759009373e-181,10,GPR155
BTF3,8.53529602936184e-184,0.266245608832884,0.994,0.96,2.20116749301213e-179,10,BTF3
SERINC52,8.05267098936057e-178,0.340218527529923,0.473,0.262,2.0767033214462e-173,10,SERINC5
THEMIS,4.35425422147624e-167,0.281574745789795,0.314,0.151,1.12291862117651e-162,10,THEMIS
CD55,2.10167177922825e-159,0.353759500415708,0.461,0.263,5.42000135145172e-155,10,CD55
COX4I11,3.2055112288165e-153,0.264968402992551,0.988,0.933,8.26669290799486e-149,10,COX4I1
ABLIM11,1.00311299943822e-152,0.321113590557216,0.415,0.231,2.58692811425122e-148,10,ABLIM1
TGFBR2,2.2004584222364e-151,0.315953260877648,0.398,0.216,5.67476222510544e-147,10,TGFBR2
RPS101,5.71341565228866e-150,0.314479021471526,0.961,0.845,1.47343276256872e-145,10,RPS10
SNHG321,1.53867912255117e-149,0.349426054248508,0.723,0.499,3.96809958914723e-145,10,SNHG32
LEPROTL11,5.77677596309541e-146,0.325302794325909,0.851,0.649,1.48977275312267e-141,10,LEPROTL1
SELL1,8.33891555013034e-144,0.294519773536402,0.665,0.427,2.15052293122311e-139,10,SELL
FBL,1.22691016827852e-142,0.350226354580845,0.603,0.389,3.16407863297348e-138,10,FBL
LDHB2,1.59556656259944e-140,0.286813205725352,0.959,0.785,4.1148066082877e-136,10,LDHB
NAA16,4.8599301706989e-138,0.263425710299905,0.281,0.139,1.25332739172154e-133,10,NAA16
MLXIP,6.0478164119595e-137,0.269764346855473,0.335,0.175,1.55967137448024e-132,10,MLXIP
LDLRAP11,9.76439416654499e-136,0.292717393377791,0.386,0.214,2.51813961161029e-131,10,LDLRAP1
RIC31,1.24471072620296e-133,0.270130099691965,0.334,0.178,3.20998449180481e-129,10,RIC3
NDFIP11,6.43527698015609e-127,0.338423665382577,0.678,0.47,1.65959358041245e-122,10,NDFIP1
CD271,2.94906360042051e-126,0.283656974861257,0.632,0.41,7.60534011912446e-122,10,CD27
SATB11,2.42108665108693e-122,0.28245064571305,0.513,0.316,6.24374036448809e-118,10,SATB1
CHCHD10,2.64140121794709e-119,0.311407190569008,0.489,0.304,6.81190960096376e-115,10,CHCHD10
ATM,2.91452773558401e-115,0.282883890238722,0.8,0.612,7.51627557729759e-111,10,ATM
EIF3H1,8.18191977207051e-113,0.285146946425877,0.896,0.728,2.11003529001926e-108,10,EIF3H
SH3YL11,1.58854051385238e-112,0.279408252863092,0.4,0.236,4.09668713117391e-108,10,SH3YL1
ALKBH71,3.87209985014718e-109,0.293455566403379,0.573,0.382,9.98575830354455e-105,10,ALKBH7
RCAN32,2.93113425746545e-108,0.262389314036731,0.688,0.471,7.55910213657764e-104,10,RCAN3
PPA1,1.23774362629852e-107,0.293256537765143,0.622,0.425,3.19201703786125e-103,10,PPA1
GYPC,5.26693705761964e-101,0.28136763573458,0.779,0.586,1.35829039778953e-96,10,GYPC
