,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CENPX,0,0.787481677897998,0.622,0.177,0,12,CENPX
MCM6,0,0.785738205576601,0.447,0.034,0,12,MCM6
NDUFB3,0,0.782039184311877,0.731,0.275,0,12,NDUFB3
FEN1,0,0.773392858923965,0.413,0.031,0,12,FEN1
NDUFS6,0,0.767778923320728,0.798,0.349,0,12,NDUFS6
DCTN3,0,0.765671103159452,0.77,0.317,0,12,DCTN3
SLC9A3R1,0,0.762329100911177,0.751,0.259,0,12,SLC9A3R1
PSMB6,0,0.760799714152243,0.776,0.32,0,12,PSMB6
CDCA7,0,0.749694465138438,0.414,0.01,0,12,CDCA7
ALYREF1,0,0.74745211605208,0.61,0.168,0,12,ALYREF
TPX2,0,0.744828776029462,0.313,0.003,0,12,TPX2
RALY,0,0.744101878658617,0.739,0.28,0,12,RALY
ATP1B3,0,0.743858028577725,0.702,0.22,0,12,ATP1B3
HLA-DQB1,0,0.742199278608798,0.423,0.077,0,12,HLA-DQB1
DTYMK,0,0.739078259461053,0.506,0.081,0,12,DTYMK
TMSB4X,0,0.73623198321541,1,0.997,0,12,TMSB4X
SKA2,0,0.734381553263191,0.536,0.087,0,12,SKA2
HMGA1,0,0.733130366914286,0.595,0.194,0,12,HMGA1
GSTO1,0,0.729941178641003,0.716,0.248,0,12,GSTO1
NOP10,0,0.728647525724883,0.764,0.283,0,12,NOP10
CDKN3,0,0.724662721770472,0.331,0.006,0,12,CDKN3
TFDP1,0,0.724545326356703,0.543,0.091,0,12,TFDP1
EBP,0,0.723879315723734,0.644,0.177,0,12,EBP
MAD2L1,0,0.722809782604749,0.451,0.054,0,12,MAD2L1
PRDX3,0,0.721297846684135,0.475,0.055,0,12,PRDX3
FDPS,0,0.720713791113118,0.694,0.228,0,12,FDPS
MDH1,0,0.718486377881524,0.704,0.256,0,12,MDH1
PPP4C,0,0.709107693406056,0.694,0.202,0,12,PPP4C
HPRT1,0,0.706941574921437,0.579,0.125,0,12,HPRT1
HLA-DMA,0,0.706736095236746,0.453,0.058,0,12,HLA-DMA
SNRNP25,0,0.699810977015146,0.468,0.056,0,12,SNRNP25
LSM21,0,0.696608838028371,0.683,0.201,0,12,LSM2
VDAC3,0,0.694142727288398,0.678,0.219,0,12,VDAC3
PSMA3,0,0.693817442253838,0.686,0.238,0,12,PSMA3
CAPZA1,0,0.691859181268314,0.707,0.245,0,12,CAPZA1
EIF4A3,0,0.691344576664396,0.57,0.139,0,12,EIF4A3
ASPM,0,0.690154902581541,0.258,0.002,0,12,ASPM
CENPW,0,0.686397308539755,0.39,0.009,0,12,CENPW
YWHAE,0,0.68481554962565,0.59,0.171,0,12,YWHAE
ASF1B,0,0.680736638706693,0.357,0.005,0,12,ASF1B
CENPH,0,0.673588392028226,0.423,0.037,0,12,CENPH
COPS3,0,0.67342509793303,0.59,0.133,0,12,COPS3
GBP1,0,0.670807127208189,0.475,0.12,0,12,GBP1
VDAC1,0,0.670648410430847,0.648,0.216,0,12,VDAC1
HINT2,0,0.66336302307181,0.614,0.148,0,12,HINT2
SUPT16H,0,0.662289085714862,0.616,0.193,0,12,SUPT16H
RRM1,0,0.659861414709853,0.427,0.055,0,12,RRM1
UFD1,0,0.657119555334261,0.699,0.243,0,12,UFD1
PYCARD1,0,0.654811187319194,0.661,0.199,0,12,PYCARD
PSMD131,0,0.654421559984856,0.707,0.233,0,12,PSMD13
CCNB2,0,0.6521870539912,0.279,0.001,0,12,CCNB2
SSRP1,0,0.65200227833627,0.555,0.135,0,12,SSRP1
PSMC3,0,0.650657643924967,0.633,0.185,0,12,PSMC3
GGCT,0,0.649475555091026,0.519,0.082,0,12,GGCT
CYC1,0,0.647791085872026,0.643,0.19,0,12,CYC1
SMS,0,0.647478603339632,0.573,0.131,0,12,SMS
PLEK1,0,0.646858873955484,0.544,0.158,0,12,PLEK
HLA-DQA1,0,0.644823547970772,0.266,0.022,0,12,HLA-DQA1
ITGB1BP1,0,0.642755572305412,0.684,0.23,0,12,ITGB1BP1
TWF2,0,0.642082984332465,0.688,0.225,0,12,TWF2
MT1E,0,0.640262287561301,0.344,0.025,0,12,MT1E
MYBL2,0,0.635110852255764,0.311,0,0,12,MYBL2
TIGIT,0,0.633805222563813,0.434,0.101,0,12,TIGIT
ACAA2,0,0.631029356576507,0.56,0.126,0,12,ACAA2
YWHAH,0,0.615387288402562,0.515,0.122,0,12,YWHAH
APOBEC3C,0,0.615183379492503,0.568,0.138,0,12,APOBEC3C
CBX5,0,0.614961546904912,0.541,0.149,0,12,CBX5
CHAF1A,0,0.611023401054789,0.383,0.023,0,12,CHAF1A
GMNN,0,0.607990362163179,0.385,0.023,0,12,GMNN
DUSP4,0,0.606564602732153,0.299,0.032,0,12,DUSP4
FANCI,0,0.606354062107476,0.356,0.015,0,12,FANCI
HLA-DRB5,0,0.605980005403886,0.285,0.027,0,12,HLA-DRB5
LIG1,0,0.605948655108345,0.402,0.054,0,12,LIG1
BRCA1,0,0.604277040228211,0.344,0.014,0,12,BRCA1
CHEK1,0,0.600891473962783,0.365,0.01,0,12,CHEK1
NAA38,0,0.598098361155711,0.666,0.216,0,12,NAA38
CD38,0,0.596879821010139,0.365,0.041,0,12,CD38
TUBA1C,0,0.596207189984606,0.44,0.097,0,12,TUBA1C
RAB27A,0,0.5945125916805,0.614,0.156,0,12,RAB27A
KIF22,0,0.591162589231671,0.428,0.081,0,12,KIF22
UBE2T,0,0.587644156749568,0.347,0.013,0,12,UBE2T
SARNP,0,0.584684631958849,0.614,0.178,0,12,SARNP
NDUFA7,0,0.582115979364862,0.661,0.213,0,12,NDUFA7
SAC3D1,0,0.581604740941346,0.351,0.031,0,12,SAC3D1
NME1,0,0.581553767038946,0.487,0.109,0,12,NME1
HDGF,0,0.5814882630193,0.568,0.166,0,12,HDGF
CCDC28B,0,0.578590508659127,0.428,0.057,0,12,CCDC28B
MCM2,0,0.578238335031424,0.338,0.006,0,12,MCM2
ACTN41,0,0.577698608411064,0.679,0.217,0,12,ACTN4
ATAD5,0,0.57755146924513,0.364,0.035,0,12,ATAD5
FIBP1,0,0.575641241234008,0.625,0.181,0,12,FIBP
CENPK,0,0.572662730440394,0.486,0.111,0,12,CENPK
ILK,0,0.570611781625425,0.521,0.102,0,12,ILK
CENPN,0,0.569135781896273,0.36,0.011,0,12,CENPN
RFC4,0,0.565678911693547,0.397,0.041,0,12,RFC4
PSMC4,0,0.564104509706644,0.59,0.159,0,12,PSMC4
IFI27L2,0,0.563689679715623,0.623,0.185,0,12,IFI27L2
LAMTOR2,0,0.561223938678045,0.644,0.202,0,12,LAMTOR2
ADRM1,0,0.559853992456021,0.634,0.187,0,12,ADRM1
NUDT5,0,0.553953236386734,0.582,0.161,0,12,NUDT5
GLRX3,0,0.553096947904916,0.554,0.131,0,12,GLRX3
ACAT2,0,0.55278518345679,0.465,0.089,0,12,ACAT2
ADA,0,0.552315040365031,0.5,0.096,0,12,ADA
COMMD4,0,0.551530288295418,0.529,0.111,0,12,COMMD4
RAD51AP1,0,0.550570300448032,0.291,0.003,0,12,RAD51AP1
NUDT21,0,0.546277776438707,0.53,0.126,0,12,NUDT21
ORC6,0,0.541272878716729,0.315,0.016,0,12,ORC6
FBXO5,0,0.540711732248475,0.275,0.016,0,12,FBXO5
DCTPP1,0,0.539395513520372,0.435,0.085,0,12,DCTPP1
CDK1,0,0.539211563656852,0.26,0.001,0,12,CDK1
KNL1,0,0.53765504929,0.273,0.004,0,12,KNL1
CHCHD1,0,0.537315424830009,0.524,0.12,0,12,CHCHD1
NDUFB6,0,0.53227759206176,0.584,0.177,0,12,NDUFB6
HSD17B10,0,0.532237111329933,0.59,0.181,0,12,HSD17B10
MRPL28,0,0.531909395999,0.548,0.126,0,12,MRPL28
SAE1,0,0.531040820695408,0.464,0.107,0,12,SAE1
MRPL10,0,0.521784092482427,0.485,0.119,0,12,MRPL10
TIMM8B,0,0.521257265337217,0.547,0.13,0,12,TIMM8B
MRPS12,0,0.519524029765727,0.568,0.158,0,12,MRPS12
NDUFA9,0,0.515929519958176,0.582,0.157,0,12,NDUFA9
FAM111B,0,0.513258398891054,0.263,0.001,0,12,FAM111B
MRPL13,0,0.512600795077644,0.472,0.086,0,12,MRPL13
CDCA5,0,0.512423430353365,0.251,0.001,0,12,CDCA5
NIBAN1,0,0.512149282418128,0.499,0.129,0,12,NIBAN1
HMGB3,0,0.511922090530487,0.31,0.013,0,12,HMGB3
STOML2,0,0.511806594360084,0.591,0.181,0,12,STOML2
HAUS1,0,0.511275333771202,0.442,0.077,0,12,HAUS1
KIF11,0,0.509265433437827,0.277,0.005,0,12,KIF11
SASH3,0,0.509187413585761,0.522,0.119,0,12,SASH3
CDC123,0,0.508977880048512,0.536,0.134,0,12,CDC123
PMVK,0,0.503572107688115,0.492,0.125,0,12,PMVK
UBE2A,0,0.503179127548646,0.542,0.136,0,12,UBE2A
KPNA2,0,0.499989509852716,0.394,0.096,0,12,KPNA2
CDC45,0,0.49735458318112,0.272,0.001,0,12,CDC45
GGH,0,0.49623804982645,0.303,0.007,0,12,GGH
BRCA2,0,0.494419629246271,0.288,0.017,0,12,BRCA2
UHRF1,0,0.493931617360532,0.277,0.002,0,12,UHRF1
RABL6,0,0.493869699328362,0.557,0.159,0,12,RABL6
HAT1,0,0.493235973712618,0.473,0.11,0,12,HAT1
ETFA,0,0.493181897150923,0.542,0.135,0,12,ETFA
PSMD14,0,0.492988967339466,0.493,0.11,0,12,PSMD14
SNRNP40,0,0.490416357207418,0.495,0.106,0,12,SNRNP40
ACOT7,0,0.490358131655041,0.342,0.021,0,12,ACOT7
NMI,0,0.48798390234823,0.506,0.132,0,12,NMI
SNX5,0,0.487044312240313,0.518,0.136,0,12,SNX5
APOBEC3H,0,0.485448321137323,0.295,0.021,0,12,APOBEC3H
CEP781,0,0.479507169205821,0.544,0.146,0,12,CEP78
NDUFS3,0,0.47906221410591,0.557,0.164,0,12,NDUFS3
RFC2,0,0.477380004688622,0.362,0.047,0,12,RFC2
HIRIP3,0,0.476697893314874,0.386,0.062,0,12,HIRIP3
RECQL,0,0.476612082369936,0.533,0.148,0,12,RECQL
NDC80,0,0.474918667100287,0.286,0.025,0,12,NDC80
GET3,0,0.474428886031616,0.535,0.127,0,12,GET3
MRPL22,0,0.473372439397733,0.525,0.133,0,12,MRPL22
UQCRC1,0,0.472980064169233,0.539,0.143,0,12,UQCRC1
GUSB,0,0.472855607339833,0.462,0.106,0,12,GUSB
TCF19,0,0.469668046024638,0.288,0.014,0,12,TCF19
LAP3,0,0.469666368097329,0.464,0.097,0,12,LAP3
WDR76,0,0.468421013938898,0.34,0.034,0,12,WDR76
MPST,0,0.468413258682086,0.369,0.049,0,12,MPST
TPGS2,0,0.464708491925338,0.479,0.108,0,12,TPGS2
SQOR,0,0.464431160864946,0.472,0.114,0,12,SQOR
TOPBP1,0,0.462569700968945,0.409,0.083,0,12,TOPBP1
PXMP2,0,0.462021908095074,0.342,0.03,0,12,PXMP2
MIR4435-2HG,0,0.460908850838167,0.345,0.032,0,12,MIR4435-2HG
PRC1,0,0.459935208483526,0.266,0.019,0,12,PRC1
RUVBL1,0,0.457827634806954,0.475,0.106,0,12,RUVBL1
MRPL47,0,0.457217093637707,0.553,0.158,0,12,MRPL47
RAD51,0,0.453793501199459,0.277,0.003,0,12,RAD51
WDR34,0,0.453498211404185,0.285,0.005,0,12,WDR34
NSD2,0,0.45250586151605,0.36,0.048,0,12,NSD2
MTCH2,0,0.452288928983503,0.443,0.073,0,12,MTCH2
NCAPD2,0,0.452153857752061,0.34,0.038,0,12,NCAPD2
TCTEX1D2,0,0.451892677774108,0.385,0.059,0,12,TCTEX1D2
VRK1,0,0.451690092037377,0.413,0.08,0,12,VRK1
TESC,0,0.451442907953606,0.355,0.038,0,12,TESC
FANCA,0,0.45132992614889,0.309,0.021,0,12,FANCA
CDKN2A,0,0.450758947625141,0.307,0.02,0,12,CDKN2A
MRPS18C,0,0.447598392886508,0.511,0.137,0,12,MRPS18C
PSMD1,0,0.447197027968495,0.452,0.105,0,12,PSMD1
MAD2L2,0,0.446965377714765,0.435,0.094,0,12,MAD2L2
MRPL37,0,0.445802684119052,0.418,0.066,0,12,MRPL37
MYL6B,0,0.442952204091122,0.347,0.027,0,12,MYL6B
SHMT2,0,0.441777192824605,0.408,0.069,0,12,SHMT2
CCDC34,0,0.440406402432773,0.301,0.022,0,12,CCDC34
TROAP,0,0.43326526005226,0.257,0.003,0,12,TROAP
PAQR4,0,0.431242757036061,0.266,0.004,0,12,PAQR4
IFI27L1,0,0.430514062064753,0.331,0.026,0,12,IFI27L1
SLF1,0,0.429253100371863,0.413,0.094,0,12,SLF1
C19orf48,0,0.428027429519168,0.405,0.093,0,12,C19orf48
DNAJB11,0,0.427321492561687,0.494,0.132,0,12,DNAJB11
RPL39L,0,0.426795373278484,0.383,0.051,0,12,RPL39L
PTMS,0,0.425645449454256,0.256,0.048,0,12,PTMS
DCPS,0,0.423067484146603,0.401,0.075,0,12,DCPS
UNG,0,0.422146934853297,0.253,0.026,0,12,UNG
CDK4,0,0.420820870986332,0.382,0.079,0,12,CDK4
TMX1,0,0.420168302331745,0.488,0.129,0,12,TMX1
MTHFD1,0,0.419751286931455,0.344,0.044,0,12,MTHFD1
EIF4E2,0,0.419057528698111,0.493,0.126,0,12,EIF4E2
MRPL27,0,0.411907240650782,0.429,0.088,0,12,MRPL27
NAA50,0,0.41002393558783,0.456,0.105,0,12,NAA50
CXCR3,0,0.409732103595017,0.292,0.043,0,12,CXCR3
RCC2,0,0.409485386924648,0.363,0.06,0,12,RCC2
RPA1,0,0.40944026492984,0.431,0.094,0,12,RPA1
HSBP1,0,0.407864442010977,0.45,0.093,0,12,HSBP1
RPL26L1,0,0.406643897044329,0.415,0.088,0,12,RPL26L1
BID,0,0.404181061846013,0.465,0.119,0,12,BID
POP4,0,0.403020012872277,0.416,0.079,0,12,POP4
ITGB3BP,0,0.401856908920312,0.353,0.059,0,12,ITGB3BP
BATF,0,0.398875519369913,0.408,0.092,0,12,BATF
NCAPD3,0,0.394859502863348,0.321,0.045,0,12,NCAPD3
COMMD3,0,0.392912793296058,0.479,0.125,0,12,COMMD3
MRPL16,0,0.392412995781545,0.449,0.098,0,12,MRPL16
SRA1,0,0.390708239298662,0.46,0.109,0,12,SRA1
SMC6,0,0.390393711027444,0.383,0.076,0,12,SMC6
ATP6V0D1,0,0.388591306901584,0.476,0.119,0,12,ATP6V0D1
POP7,0,0.386940748338289,0.42,0.085,0,12,POP7
POLR3K,0,0.385883266580978,0.363,0.063,0,12,POLR3K
FH,0,0.382379467367337,0.355,0.054,0,12,FH
MRPS11,0,0.381947954881203,0.464,0.115,0,12,MRPS11
CD2BP2,0,0.38138628116774,0.472,0.116,0,12,CD2BP2
RAD51C,0,0.377165830265581,0.377,0.074,0,12,RAD51C
PAICS,0,0.376341592851881,0.329,0.069,0,12,PAICS
NCAPH2,0,0.376053749300617,0.328,0.059,0,12,NCAPH2
BARD1,0,0.374572994026716,0.282,0.027,0,12,BARD1
ABI3,0,0.373214727604749,0.355,0.077,0,12,ABI3
HADH,0,0.371641840013595,0.338,0.049,0,12,HADH
MRPL15,0,0.369752699429755,0.361,0.051,0,12,MRPL15
POLD3,0,0.369443736760302,0.314,0.043,0,12,POLD3
CISD2,0,0.368666581027923,0.427,0.101,0,12,CISD2
RBM42,0,0.368666284586759,0.419,0.091,0,12,RBM42
MCUR1,0,0.368597560456523,0.357,0.065,0,12,MCUR1
BAK1,0,0.3666036311679,0.36,0.064,0,12,BAK1
NABP2,0,0.365402741944408,0.349,0.05,0,12,NABP2
SEPTIN11,0,0.364251204122612,0.392,0.09,0,12,SEPTIN11
MSH6,0,0.36373332270527,0.338,0.074,0,12,MSH6
HDAC2,0,0.363155922252249,0.407,0.097,0,12,HDAC2
EBNA1BP2,0,0.362225887798143,0.403,0.095,0,12,EBNA1BP2
TIMM17A,0,0.359879856309893,0.432,0.106,0,12,TIMM17A
LRR1,0,0.357613410490035,0.288,0.023,0,12,LRR1
GYG1,0,0.354476721917237,0.359,0.076,0,12,GYG1
TSEN15,0,0.352489735086693,0.389,0.079,0,12,TSEN15
RFC5,0,0.352462688653638,0.271,0.023,0,12,RFC5
HAUS4,0,0.351302998273423,0.372,0.077,0,12,HAUS4
TOX,0,0.349421377335812,0.277,0.046,0,12,TOX
MAP2K3,0,0.347210055601546,0.435,0.109,0,12,MAP2K3
CDCA4,0,0.345630963710629,0.271,0.035,0,12,CDCA4
DPP3,0,0.342770160383614,0.301,0.037,0,12,DPP3
MRPL12,0,0.34265079852126,0.377,0.084,0,12,MRPL12
MAP4K1,0,0.340739452629885,0.405,0.097,0,12,MAP4K1
PDZD11,0,0.340120977121972,0.343,0.054,0,12,PDZD11
COPB2,0,0.339752792857823,0.387,0.082,0,12,COPB2
CSRP1,0,0.339517004145285,0.37,0.071,0,12,CSRP1
MYCBP,0,0.336143172564248,0.358,0.063,0,12,MYCBP
MTHFD2,0,0.335853909980476,0.316,0.05,0,12,MTHFD2
BCL2L12,0,0.334263597072612,0.317,0.046,0,12,BCL2L12
COA3,0,0.332601893025774,0.396,0.087,0,12,COA3
BLVRA,0,0.332474007281301,0.346,0.072,0,12,BLVRA
VPS25,0,0.329542841988113,0.35,0.061,0,12,VPS25
MTX1,0,0.326394324441651,0.38,0.077,0,12,MTX1
PDHA1,0,0.323030048008849,0.374,0.084,0,12,PDHA1
TOR3A,0,0.322351088088754,0.374,0.08,0,12,TOR3A
ACTL6A,0,0.321857398459022,0.312,0.049,0,12,ACTL6A
PRIM1,0,0.321090749859244,0.327,0.061,0,12,PRIM1
MRPL58,0,0.319872029328802,0.375,0.073,0,12,MRPL58
SNX10,0,0.319715252347459,0.319,0.053,0,12,SNX10
FAS,0,0.319711567514359,0.314,0.064,0,12,FAS
DCUN1D5,0,0.317648175014099,0.393,0.091,0,12,DCUN1D5
SEPHS1,0,0.315589047751614,0.347,0.067,0,12,SEPHS1
TXNDC9,0,0.314866401637915,0.385,0.088,0,12,TXNDC9
COPRS,0,0.314689840778726,0.271,0.029,0,12,COPRS
CISD1,0,0.312662030903262,0.356,0.067,0,12,CISD1
DDX11,0,0.311654244685128,0.284,0.042,0,12,DDX11
FAM207A,0,0.310524788457619,0.362,0.078,0,12,FAM207A
MCMBP,0,0.309337943096037,0.339,0.074,0,12,MCMBP
DLEU2,0,0.307684092990513,0.282,0.039,0,12,DLEU2
HPF1,0,0.307403942976448,0.372,0.086,0,12,HPF1
MRPS14,0,0.306524576014058,0.349,0.064,0,12,MRPS14
CKAP2,0,0.305988143266106,0.288,0.055,0,12,CKAP2
TEDC1,0,0.30523754775402,0.276,0.037,0,12,TEDC1
PRIM2,0,0.303948307932663,0.299,0.057,0,12,PRIM2
DERA,0,0.302371993203358,0.308,0.053,0,12,DERA
PPIF,0,0.302267249102496,0.284,0.038,0,12,PPIF
TTF2,0,0.302081580411955,0.283,0.055,0,12,TTF2
PCBD1,0,0.300634875475016,0.331,0.062,0,12,PCBD1
NUP37,0,0.299535854088246,0.312,0.048,0,12,NUP37
AL441992.1,0,0.299418229636177,0.28,0.04,0,12,AL441992.1
GON7,0,0.299235707484447,0.315,0.055,0,12,GON7
PSMG1,0,0.297448896908238,0.304,0.05,0,12,PSMG1
SHMT1,0,0.292689303528735,0.258,0.022,0,12,SHMT1
BLMH,0,0.289774381779295,0.338,0.071,0,12,BLMH
HRAS,0,0.289458112176503,0.354,0.08,0,12,HRAS
RUVBL2,0,0.289169765816887,0.308,0.054,0,12,RUVBL2
SAP30,0,0.288801511865186,0.271,0.049,0,12,SAP30
RMDN1,0,0.288385388287676,0.334,0.071,0,12,RMDN1
MPDU1,0,0.287072350190437,0.336,0.062,0,12,MPDU1
AHCY,0,0.280773417088276,0.283,0.053,0,12,AHCY
HSPA14.1,0,0.280048647775306,0.331,0.071,0,12,HSPA14.1
SNAPIN,0,0.279004547010461,0.326,0.067,0,12,SNAPIN
UBR7,0,0.278416913993076,0.269,0.037,0,12,UBR7
AP1S1,0,0.277140275048155,0.315,0.059,0,12,AP1S1
TSG101,0,0.276575971644224,0.34,0.072,0,12,TSG101
LMNB2,0,0.274366989252881,0.259,0.031,0,12,LMNB2
PGRMC1,0,0.27382600928698,0.305,0.058,0,12,PGRMC1
TRIOBP,0,0.271142961604816,0.314,0.063,0,12,TRIOBP
LGALS9,0,0.265300434236094,0.267,0.05,0,12,LGALS9
EMC8,0,0.256294836648102,0.31,0.06,0,12,EMC8
MMS22L,0,0.250274292119771,0.255,0.045,0,12,MMS22L
TP53,5.8820907890472e-308,0.288238811377291,0.306,0.064,1.51693239358738e-303,12,TP53
ARL6IP6,7.79179233381068e-308,0.35053197756529,0.35,0.08,2.00942532496644e-303,12,ARL6IP6
FKBP3,8.97630176535436e-308,0.544476163308837,0.585,0.183,2.31489846226724e-303,12,FKBP3
KLHDC3,4.45764455716157e-307,0.338605723778232,0.433,0.109,1.1495819548464e-302,12,KLHDC3
PSMC2,9.99559266949935e-307,0.340931597972631,0.427,0.107,2.57776339353719e-302,12,PSMC2
MRPS9,1.22561540493771e-306,0.27236263326334,0.35,0.078,3.16073956779387e-302,12,MRPS9
PPP1R18,2.58146777060629e-306,0.659504614854209,0.712,0.257,6.65734723361656e-302,12,PPP1R18
CDK2AP21,2.6131530444389e-306,0.571870707471757,0.622,0.202,6.73906038630347e-302,12,CDK2AP2
LSM4,2.69330421488803e-306,0.844747153857795,0.729,0.323,6.94576223977474e-302,12,LSM4
SLC25A3,3.75755333008173e-306,0.862590181846083,0.915,0.642,9.69035428294776e-302,12,SLC25A3
CASP2,8.10410396009232e-306,0.282347126239692,0.306,0.064,2.08996737026821e-301,12,CASP2
GSTP11,2.8795920508724e-305,1.03819512731953,0.858,0.451,7.42617993999484e-301,12,GSTP1
COPE,2.24106536808781e-304,0.783684116787155,0.859,0.441,5.77948347776165e-300,12,COPE
SUCLG1,4.21695207364617e-304,0.529009456510947,0.599,0.189,1.08750977027261e-299,12,SUCLG1
MSH2,1.06493782909653e-303,0.282738286329743,0.273,0.053,2.74636816745704e-299,12,MSH2
PMAIP11,8.14060157630594e-303,0.60199785357182,0.586,0.187,2.09937974051354e-298,12,PMAIP1
NDUFA8,9.52073111118849e-302,0.329746593159803,0.432,0.11,2.4553013462644e-297,12,NDUFA8
UBE2L61,1.16964238604349e-301,0.61669411417554,0.655,0.223,3.01639074936756e-297,12,UBE2L6
UBA1,1.45367708114934e-301,0.279675035156397,0.365,0.085,3.74888782457603e-297,12,UBA1
HNRNPR,1.4924041650599e-301,0.807038012872942,0.839,0.431,3.84876110127297e-297,12,HNRNPR
UBE2L3,1.95596292233316e-301,0.731064428349299,0.815,0.371,5.04423278040497e-297,12,UBE2L3
COX6A1,4.74193899199358e-301,0.810770949212208,0.906,0.582,1.22289864664522e-296,12,COX6A1
KIF20B,5.29325951321081e-301,0.468735145533189,0.402,0.102,1.36507869586194e-296,12,KIF20B
TXNRD1,8.9555659805664e-301,0.27513625811863,0.322,0.07,2.30955091072827e-296,12,TXNRD1
OAZ1,3.6052384247577e-300,0.705096101515037,0.984,0.872,9.29754937360762e-296,12,OAZ1
MRPS28,1.4363538219759e-299,0.277550924004816,0.335,0.074,3.70421287149364e-295,12,MRPS28
NDUFAB1,6.67547393299928e-299,0.674988636688853,0.722,0.282,1.72153797258118e-294,12,NDUFAB1
SERF2,9.11385078551466e-299,0.614761870095632,0.992,0.947,2.35037097907638e-294,12,SERF2
POLR2H,9.16279965385814e-299,0.388748792179772,0.469,0.127,2.36299440273348e-294,12,POLR2H
MRPL141,1.2138319428141e-298,0.480527091869903,0.562,0.17,3.13035119732328e-294,12,MRPL14
PSMB7,1.40483018698424e-298,0.615873760195877,0.705,0.257,3.62291656921366e-294,12,PSMB7
SLC25A11,1.97080276057157e-298,0.404256032497766,0.477,0.13,5.08250323923803e-294,12,SLC25A11
MIS18BP11,2.92881111091264e-298,0.520806367473421,0.548,0.168,7.5531109739326e-294,12,MIS18BP1
LDHA1,6.45225780231389e-298,0.948939640058662,0.908,0.58,1.66397276463873e-293,12,LDHA
GMPS,1.44147008540005e-297,0.453987149361248,0.479,0.134,3.71740720323818e-293,12,GMPS
VBP1,1.45306159155892e-297,0.437979906179345,0.533,0.155,3.74730053847129e-293,12,VBP1
CMC2,1.51336783136072e-297,0.527842355203663,0.573,0.179,3.90282430029617e-293,12,CMC2
TMPO,4.69387029013424e-297,0.906169751188458,0.646,0.255,1.21050220912272e-292,12,TMPO
MRPS23,5.37343530978039e-297,0.325112895087776,0.416,0.105,1.38575523203926e-292,12,MRPS23
UQCC2,6.23010384500045e-296,0.415846505828247,0.44,0.118,1.60668148058717e-291,12,UQCC2
WASHC3,1.13806528811959e-295,0.40013993304951,0.527,0.151,2.93495657153161e-291,12,WASHC3
CRIP12,1.7432876146281e-295,1.06421531056848,0.964,0.733,4.49576442936441e-291,12,CRIP1
DCTN2,3.94269158190243e-295,0.420934718758599,0.56,0.167,1.01678073205682e-290,12,DCTN2
VCP,5.37469577140396e-295,0.593668881543618,0.665,0.233,1.38608029248737e-290,12,VCP
OXCT1,6.81920324413696e-295,0.325378223164449,0.399,0.099,1.75860432463048e-290,12,OXCT1
PDHB,7.4680411408908e-295,0.359020247469485,0.451,0.119,1.92593312982433e-290,12,PDHB
YEATS4,8.43919982623093e-295,0.431292247632637,0.438,0.118,2.17638524318669e-290,12,YEATS4
CYB5B,1.42938042701645e-294,0.333983702931205,0.411,0.104,3.68622918323272e-290,12,CYB5B
ERH,3.68622111647097e-294,0.796855881120171,0.812,0.39,9.50639563726699e-290,12,ERH
PSMB11,7.88585727975631e-294,0.747948735453753,0.917,0.564,2.03368373387635e-289,12,PSMB1
ACYP1,1.01709670805321e-293,0.36394687427416,0.386,0.095,2.62299070039842e-289,12,ACYP1
PFKL,2.21775112861842e-293,0.419649509210002,0.449,0.122,5.71935838559403e-289,12,PFKL
RGS11,7.1843516977008e-292,0.905808015879669,0.571,0.196,1.85277245932006e-287,12,RGS1
RNASEH2B,5.74528973601863e-291,0.64382015756922,0.682,0.254,1.48165277002184e-286,12,RNASEH2B
STIP1,1.28560819623138e-290,0.309950140911167,0.365,0.087,3.3154549772611e-286,12,STIP1
MAZ,3.06717267987149e-290,0.738694922191593,0.772,0.328,7.90993162412058e-286,12,MAZ
EIF61,4.19617201142512e-290,0.439683055790105,0.579,0.177,1.08215080002643e-285,12,EIF6
SEC13,6.89515358379009e-290,0.29060609273402,0.406,0.102,1.77819115772363e-285,12,SEC13
RBBP7,3.15356670757787e-289,0.629474334161927,0.665,0.237,8.13273318217257e-285,12,RBBP7
PRDX1,4.49362889914748e-289,1.02967849903324,0.739,0.353,1.15886195680114e-284,12,PRDX1
PSMD2,8.5123803082401e-289,0.522534382540947,0.584,0.188,2.19525775769204e-284,12,PSMD2
ANAPC11,3.14064379065802e-288,0.674675869144288,0.716,0.281,8.09940627172798e-284,12,ANAPC11
IFI35,5.41694032023036e-288,0.358098174726142,0.423,0.111,1.39697473918421e-283,12,IFI35
ATP6V1D,9.52088893251652e-287,0.337300268305869,0.466,0.127,2.45534204680669e-282,12,ATP6V1D
ATG3,1.13991325222641e-286,0.422233946560046,0.508,0.147,2.9397222861667e-282,12,ATG3
LRRC59,4.24069725918341e-285,0.305151665155617,0.363,0.087,1.09363341617081e-280,12,LRRC59
FERMT3,6.886978010315e-285,0.547210039136137,0.648,0.223,1.77608275908014e-280,12,FERMT3
SNRPE,1.51773794698227e-284,0.700499596230446,0.751,0.32,3.91409439147258e-280,12,SNRPE
GMFG,1.86181485546532e-284,0.745052865725004,0.97,0.823,4.80143433075952e-280,12,GMFG
